2012_ALVL_P1_Q1.tex, ['Equations and Inequalities', 0.7777336434266935]
2012_ALVL_P1_Q10.tex, ['Applications of Integrations - Area and Volume', 0.8137142964332631]
2012_ALVL_P1_Q11.tex, ['Differential Equations', 0.7946451005350741]
2012_ALVL_P1_Q2.tex, ['Applications of Integrations - Area and Volume', 0.8008146883975216]
2012_ALVL_P1_Q3.tex, ['Arithmetic and Geometric Progression Series', 0.7993010176588458]
2012_ALVL_P1_Q4.tex, ["Binomial Expnasion, Maclaurin's Series and Small Angle Approximations", 0.8083099312824953]
2012_ALVL_P1_Q5.tex, ['Applications of Integrations - Area and Volume', 0.7673917824711832]
2012_ALVL_P1_Q6.tex, ['Complex Numbers', 0.8184047746409139]
2012_ALVL_P1_Q7.tex, ['Equations and Inequalities', 0.7791702141818246]
2012_ALVL_P1_Q8.tex, ['Differential Equations', 0.7971910644269697]
2012_ALVL_P1_Q9.tex, ['Differential Equations', 0.779445229580041]
2012_ALVL_P2_Q1.tex, ['Differential Equations', 0.8258987967672535]
2012_ALVL_P2_Q10.tex, ['Binomial and Normal Disrtributions', 0.8118939050996609]
2012_ALVL_P2_Q2.tex, ['Complex Numbers', 0.8085901683070069]
2012_ALVL_P2_Q3.tex, ['Equations and Inequalities', 0.7898406182296744]
2012_ALVL_P2_Q4.tex, ['Arithmetic and Geometric Progression Series', 0.807453294152646]
2012_ALVL_P2_Q5.tex, ['Probability', 0.8005111206561388]
2012_ALVL_P2_Q6.tex, ['Hypothesis Testing', 0.8138873522610238]
2012_ALVL_P2_Q7.tex, ['Probability', 0.8001470242505309]
2012_ALVL_P2_Q8.tex, ['Correlation and Regression', 0.8058853418825876]
2012_ALVL_P2_Q9.tex, ['Binomial and Normal Disrtributions', 0.8467020000344548]
2013_ALVL_P1_Q1.tex, ['Differential Equations', 0.7777179236650957]
2013_ALVL_P1_Q10.tex, ['Differential Equations', 0.8214596095610085]
2013_ALVL_P1_Q11.tex, ['Differential Equations', 0.7937044772528576]
2013_ALVL_P1_Q2.tex, ['Differential Equations', 0.7835818302230784]
2013_ALVL_P1_Q3.tex, ['Equations and Inequalities', 0.8284551604624163]
2013_ALVL_P1_Q4.tex, ['Complex Numbers', 0.7944503645156215]
2013_ALVL_P1_Q5.tex, ['Applications of Integrations - Area and Volume', 0.7859763141251321]
2013_ALVL_P1_Q6.tex, ["Binomial Expnasion, Maclaurin's Series and Small Angle Approximations", 0.7670736384123787]
2013_ALVL_P1_Q7.tex, ["Binomial Expnasion, Maclaurin's Series and Small Angle Approximations", 0.7843674517027494]
2013_ALVL_P1_Q8.tex, ['Complex Numbers', 0.7967110133762015]
2013_ALVL_P1_Q9.tex, ['Arithmetic and Geometric Progression Series', 0.8158275189540809]
2013_ALVL_P2_Q1.tex, ['Equations and Inequalities', 0.7784726987979906]
2013_ALVL_P2_Q10.tex, ['Correlation and Regression', 0.8121920850631098]
2013_ALVL_P2_Q11.tex, ['Probability', 0.7954809293345206]
2013_ALVL_P2_Q12.tex, ['Binomial and Normal Disrtributions', 0.8050312011017031]
2013_ALVL_P2_Q2.tex, ['Applications of Integrations - Area and Volume', 0.7915519845165204]
2013_ALVL_P2_Q3.tex, ["Binomial Expnasion, Maclaurin's Series and Small Angle Approximations", 0.8438169867534369]
2013_ALVL_P2_Q4.tex, ['Differential Equations', 0.7623415509109496]
2013_ALVL_P2_Q5.tex, ['Probability', 0.7816839101456241]
2013_ALVL_P2_Q6.tex, ['Binomial and Normal Disrtributions', 0.8139140904886417]
2013_ALVL_P2_Q7.tex, ['Binomial and Normal Disrtributions', 0.8291010171969855]
2013_ALVL_P2_Q8.tex, ['Probability', 0.7933581409921769]
2013_ALVL_P2_Q9.tex, ['Hypothesis Testing', 0.7923142136597849]
2014_ALVL_P1_Q1.tex, ['Differential Equations', 0.7802450341016306]
2014_ALVL_P1_Q10.tex, ['Differential Equations', 0.8097353046897443]
2014_ALVL_P1_Q11.tex, ['Applications of Integrations - Area and Volume', 0.7916461355610233]
2014_ALVL_P1_Q2.tex, ['Differential Equations', 0.7661737364768763]
2014_ALVL_P1_Q3.tex, ['Vectors', 0.771879656328495]
2014_ALVL_P1_Q4.tex, ['Differential Equations', 0.7915969098434925]
2014_ALVL_P1_Q5.tex, ['Complex Numbers', 0.8218408723110577]
2014_ALVL_P1_Q6.tex, ['Arithmetic and Geometric Progression Series', 0.8281149772043198]
2014_ALVL_P1_Q7.tex, ['Applications of Integrations - Area and Volume', 0.7870117971154662]
2014_ALVL_P1_Q8.tex, ["Binomial Expnasion, Maclaurin's Series and Small Angle Approximations", 0.8310175761104106]
2014_ALVL_P1_Q9.tex, ['Differential Equations', 0.7676673834661065]
2014_ALVL_P2_Q1.tex, ['Differential Equations', 0.8073710119514412]
2014_ALVL_P2_Q10.tex, ['Probability', 0.7972774213097511]
2014_ALVL_P2_Q11.tex, ['Probability', 0.8032053016282784]
2014_ALVL_P2_Q2.tex, ['Applications of Integrations - Area and Volume', 0.7995053634742247]
2014_ALVL_P2_Q3.tex, ['Arithmetic and Geometric Progression Series', 0.7946479625044676]
2014_ALVL_P2_Q4.tex, ['Complex Numbers', 0.8234829951102045]
2014_ALVL_P2_Q5.tex, ['Binomial and Normal Disrtributions', 0.7813705663250091]
2014_ALVL_P2_Q6.tex, ['Permutations and Combinations', 0.7877389976958121]
2014_ALVL_P2_Q7.tex, ['Probability', 0.8120875939123535]
2014_ALVL_P2_Q8.tex, ['Correlation and Regression', 0.8303567659034634]
2014_ALVL_P2_Q9.tex, ['Hypothesis Testing', 0.8168842912553613]
2015_ALVL_P1_Q1.tex, ['Differential Equations', 0.8025608545263491]
2015_ALVL_P1_Q10.tex, ['Applications of Integrations - Area and Volume', 0.8361603822218581]
2015_ALVL_P1_Q11.tex, ['Differential Equations', 0.7802795837467158]
2015_ALVL_P1_Q2.tex, ['Equations and Inequalities', 0.8245609246638502]
2015_ALVL_P1_Q3.tex, ['Arithmetic and Geometric Progression Series', 0.7751336891116787]
2015_ALVL_P1_Q4.tex, ['Applications of Integrations - Area and Volume', 0.7749419839494468]
2015_ALVL_P1_Q5.tex, ['Differential Equations', 0.7915796442779975]
2015_ALVL_P1_Q6.tex, ["Binomial Expnasion, Maclaurin's Series and Small Angle Approximations", 0.849927428251891]
2015_ALVL_P1_Q7.tex, ['Differential Equations', 0.7887769736922264]
2015_ALVL_P1_Q8.tex, ['Differential Equations', 0.761607908749476]
2015_ALVL_P1_Q9.tex, ['Complex Numbers', 0.8165609586388353]
2015_ALVL_P2_Q1.tex, ['Differential Equations', 0.7910116898609392]
2015_ALVL_P2_Q10.tex, ['Correlation and Regression', 0.7856311133203226]
2015_ALVL_P2_Q11.tex, ['Permutations and Combinations', 0.8203857291787993]
2015_ALVL_P2_Q12.tex, ['Binomial and Normal Disrtributions', 0.8398576372127508]
2015_ALVL_P2_Q2.tex, ['Differential Equations', 0.7655002465867258]
2015_ALVL_P2_Q3.tex, ['Equations and Inequalities', 0.7941716642076966]
2015_ALVL_P2_Q4.tex, ['Arithmetic and Geometric Progression Series', 0.8276562405784592]
2015_ALVL_P2_Q5.tex, ['Hypothesis Testing', 0.7686273057904202]
2015_ALVL_P2_Q6.tex, ['Probability', 0.8133492197580265]
2015_ALVL_P2_Q7.tex, ['Binomial and Normal Disrtributions', 0.8142965589855505]
2015_ALVL_P2_Q8.tex, ['Binomial and Normal Disrtributions', 0.7983832151657482]
2015_ALVL_P2_Q9.tex, ['Probability', 0.79168515758695]
2016_ALVL_P1_Q1.tex, ['Equations and Inequalities', 0.8072993724121693]
2016_ALVL_P1_Q10.tex, ['Equations and Inequalities', 0.7956774156306208]
2016_ALVL_P1_Q11.tex, ['Differential Equations', 0.7733318334211134]
2016_ALVL_P1_Q2.tex, ['Differential Equations', 0.7924035846492442]
2016_ALVL_P1_Q3.tex, ['Differential Equations', 0.7678021192857803]
2016_ALVL_P1_Q4.tex, ['Arithmetic and Geometric Progression Series', 0.8705521039330889]
2016_ALVL_P1_Q5.tex, ['Differential Equations', 0.7631337766267704]
2016_ALVL_P1_Q6.tex, ['Arithmetic and Geometric Progression Series', 0.825809590837479]
2016_ALVL_P1_Q7.tex, ['Complex Numbers', 0.7984855064069518]
2016_ALVL_P1_Q8.tex, ["Binomial Expnasion, Maclaurin's Series and Small Angle Approximations", 0.8095424321244902]
2016_ALVL_P1_Q9.tex, ['Differential Equations', 0.8279210922645551]
2016_ALVL_P2_Q1.tex, ['Applications of Integrations - Area and Volume', 0.7856928188788025]
2016_ALVL_P2_Q10.tex, ['Probability', 0.8105695161831227]
2016_ALVL_P2_Q2.tex, ['Applications of Integrations - Area and Volume', 0.8227110212399468]
2016_ALVL_P2_Q3.tex, ['Differential Equations', 0.7899096507444793]
2016_ALVL_P2_Q4.tex, ['Complex Numbers', 0.796777698262062]
2016_ALVL_P2_Q5.tex, ['Probability', 0.791667756604547]
2016_ALVL_P2_Q6.tex, ['Hypothesis Testing', 0.8070387318413516]
2016_ALVL_P2_Q7.tex, ['Permutations and Combinations', 0.8177840036290892]
2016_ALVL_P2_Q8.tex, ['Correlation and Regression', 0.7903799045073746]
2016_ALVL_P2_Q9.tex, ['Binomial and Normal Disrtributions', 0.8277354789688584]
2017_ALVL_P1_Q1.tex, ["Binomial Expnasion, Maclaurin's Series and Small Angle Approximations", 0.7794456012641829]
2017_ALVL_P1_Q10.tex, ['Differential Equations', 0.7642886327941009]
2017_ALVL_P1_Q11.tex, ['Differential Equations', 0.7987994734361633]
2017_ALVL_P1_Q2.tex, ['Equations and Inequalities', 0.830610964024258]
2017_ALVL_P1_Q3.tex, ['Differential Equations', 0.7870391647893781]
2017_ALVL_P1_Q4.tex, ['Differential Equations', 0.7971855978950542]
2017_ALVL_P1_Q5.tex, ['Differential Equations', 0.7942942065924359]
2017_ALVL_P1_Q6.tex, ['Differential Equations', 0.795683995200676]
2017_ALVL_P1_Q7.tex, ['Applications of Integrations - Area and Volume', 0.7880023414802295]
2017_ALVL_P1_Q8.tex, ['Complex Numbers', 0.7949349003646461]
2017_ALVL_P1_Q9.tex, ['Arithmetic and Geometric Progression Series', 0.8264977721481621]
2017_ALVL_P2_Q1.tex, ['Differential Equations', 0.7923541801159433]
2017_ALVL_P2_Q10.tex, ['Binomial and Normal Disrtributions', 0.8122553520327356]
2017_ALVL_P2_Q2.tex, ['Arithmetic and Geometric Progression Series', 0.8813436697870626]
2017_ALVL_P2_Q3.tex, ['Differential Equations', 0.771919125726375]
2017_ALVL_P2_Q4.tex, ['Applications of Integrations - Area and Volume', 0.8236443776672211]
2017_ALVL_P2_Q5.tex, ['Probability', 0.7951252355912207]
2017_ALVL_P2_Q6.tex, ['Permutations and Combinations', 0.8152305691320976]
2017_ALVL_P2_Q7.tex, ['Binomial and Normal Disrtributions', 0.7914393268254546]
2017_ALVL_P2_Q8.tex, ['Correlation and Regression', 0.8178274072091198]
2017_ALVL_P2_Q9.tex, ['Binomial and Normal Disrtributions', 0.8266855300433943]
2018_ALVL_P1_Q1.tex, ['Differential Equations', 0.7910189937340851]
2018_ALVL_P1_Q10.tex, ['Differential Equations', 0.8107277889621387]
2018_ALVL_P1_Q11.tex, ['Arithmetic and Geometric Progression Series', 0.787014568103286]
2018_ALVL_P1_Q2.tex, ['Applications of Integrations - Area and Volume', 0.8105111257546987]
2018_ALVL_P1_Q3.tex, ['Differential Equations', 0.8372315626824136]
2018_ALVL_P1_Q4.tex, ['Equations and Inequalities', 0.8145207830187483]
2018_ALVL_P1_Q5.tex, ['Differential Equations', 0.760141368931471]
2018_ALVL_P1_Q6.tex, ['Vectors', 0.7703662735760747]
2018_ALVL_P1_Q7.tex, ['Differential Equations', 0.8004400470196089]
2018_ALVL_P1_Q8.tex, ['Arithmetic and Geometric Progression Series', 0.8149892010250391]
2018_ALVL_P1_Q9.tex, ['Differential Equations', 0.788766856965731]
2018_ALVL_P2_Q1.tex, ['Differential Equations', 0.779736036131877]
2018_ALVL_P2_Q10.tex, ['Binomial and Normal Disrtributions', 0.8417876195045398]
2018_ALVL_P2_Q2.tex, ['Complex Numbers', 0.7996789991777652]
2018_ALVL_P2_Q3.tex, ['Differential Equations', 0.7634724317515754]
2018_ALVL_P2_Q4.tex, ["Binomial Expnasion, Maclaurin's Series and Small Angle Approximations", 0.8125641748861124]
2018_ALVL_P2_Q5.tex, ['Hypothesis Testing', 0.8171484721792817]
2018_ALVL_P2_Q6.tex, ['Probability', 0.8012588032592032]
2018_ALVL_P2_Q7.tex, ['Probability', 0.7858945547958704]
2018_ALVL_P2_Q8.tex, ['Binomial and Normal Disrtributions', 0.8109737437357799]
2018_ALVL_P2_Q9.tex, ['Differential Equations', 0.7615042602212867]
2019_ALVL_P1_Q1.tex, ['Complex Numbers', 0.7849441178333757]
2019_ALVL_P1_Q10.tex, ['Applications of Integrations - Area and Volume', 0.7974928222606967]
2019_ALVL_P1_Q11.tex, ['Differential Equations', 0.8122651399642772]
2019_ALVL_P1_Q12.tex, ['Differential Equations', 0.7692376631825459]
2019_ALVL_P1_Q2.tex, ['Equations and Inequalities', 0.7702471003156985]
2019_ALVL_P1_Q3.tex, ['Differential Equations', 0.7782922783161198]
2019_ALVL_P1_Q4.tex, ['Graphing', 0.7936601103311347]
2019_ALVL_P1_Q5.tex, ['Differential Equations', 0.7836112572740295]
2019_ALVL_P1_Q6.tex, ["Binomial Expnasion, Maclaurin's Series and Small Angle Approximations", 0.8022908137017615]
2019_ALVL_P1_Q7.tex, ['Differential Equations', 0.7959956868839783]
2019_ALVL_P1_Q8.tex, ['Arithmetic and Geometric Progression Series', 0.8766894881474463]
2019_ALVL_P1_Q9.tex, ['Complex Numbers', 0.8231425091090989]
2019_ALVL_P2_Q1.tex, ['Complex Numbers', 0.7852757416600182]
2019_ALVL_P2_Q10.tex, ['Binomial and Normal Disrtributions', 0.8247079171633682]
2019_ALVL_P2_Q11.tex, ['Binomial and Normal Disrtributions', 0.830280677626432]
2019_ALVL_P2_Q2.tex, ['Applications of Integrations - Area and Volume', 0.7850027644361803]
2019_ALVL_P2_Q3.tex, ['Differential Equations', 0.7881629684876998]
2019_ALVL_P2_Q4.tex, ['Arithmetic and Geometric Progression Series', 0.7894626622943856]
2019_ALVL_P2_Q5.tex, ["Binomial Expnasion, Maclaurin's Series and Small Angle Approximations", 0.7941229301332505]
2019_ALVL_P2_Q6.tex, ['Probability', 0.7646678349676588]
2019_ALVL_P2_Q7.tex, ['Permutations and Combinations', 0.8122738711863831]
2019_ALVL_P2_Q8.tex, ['Hypothesis Testing', 0.8030003430905963]
2019_ALVL_P2_Q9.tex, ['Correlation and Regression', 0.7971944848892185]
2020_ALVL_P1_Q1.tex, ['Vectors', 0.769268719370773]
2020_ALVL_P1_Q10.tex, ['Differential Equations', 0.828285929939094]
2020_ALVL_P1_Q11.tex, ['Differential Equations', 0.7702411044240075]
2020_ALVL_P1_Q2.tex, ['Differential Equations', 0.7891569768573904]
2020_ALVL_P1_Q3.tex, ["Binomial Expnasion, Maclaurin's Series and Small Angle Approximations", 0.8098278076173707]
2020_ALVL_P1_Q4.tex, ['Complex Numbers', 0.8107970605722755]
2020_ALVL_P1_Q5.tex, ['Differential Equations', 0.7771942895189639]
2020_ALVL_P1_Q6.tex, ['Complex Numbers', 0.7801173137170822]
2020_ALVL_P1_Q7.tex, ['Applications of Integrations - Area and Volume', 0.7875360737500205]
2020_ALVL_P1_Q8.tex, ['Arithmetic and Geometric Progression Series', 0.8753719118036077]
2020_ALVL_P1_Q9.tex, ['Equations and Inequalities', 0.7782369921785822]
2020_ALVL_P2_Q1.tex, ['Differential Equations', 0.7764400881609278]
2020_ALVL_P2_Q10.tex, ['Hypothesis Testing', 0.8096611272456445]
2020_ALVL_P2_Q2.tex, ['Arithmetic and Geometric Progression Series', 0.8215458286634753]
2020_ALVL_P2_Q3.tex, ['Differential Equations', 0.7928310267108666]
2020_ALVL_P2_Q4.tex, ['Applications of Integrations - Area and Volume', 0.7785114744807343]
2020_ALVL_P2_Q5.tex, ['Probability', 0.796465119368582]
2020_ALVL_P2_Q6.tex, ['Binomial and Normal Disrtributions', 0.8033937267935124]
2020_ALVL_P2_Q7.tex, ['Probability', 0.7643348739369902]
2020_ALVL_P2_Q8.tex, ['Probability', 0.799461908920972]
2020_ALVL_P2_Q9.tex, ['Binomial and Normal Disrtributions', 0.8282803751825671]
2021_ALVL_P1_Q1.tex, ['Differential Equations', 0.7803205676056206]
2021_ALVL_P1_Q10.tex, ['Differential Equations', 0.8205641524216161]
2021_ALVL_P1_Q11.tex, ['Equations and Inequalities', 0.7692569582111393]
2021_ALVL_P1_Q2.tex, ['Equations and Inequalities', 0.8015353671338531]
2021_ALVL_P1_Q3.tex, ['Differential Equations', 0.7996294623694664]
2021_ALVL_P1_Q4.tex, ['Complex Numbers', 0.8100916618033893]
2021_ALVL_P1_Q5.tex, ['Arithmetic and Geometric Progression Series', 0.8003448749571529]
2021_ALVL_P1_Q6.tex, ['Equations and Inequalities', 0.7772142933859143]
2021_ALVL_P1_Q7.tex, ['Differential Equations', 0.8017736297516979]
2021_ALVL_P1_Q8.tex, ['Differential Equations', 0.7690831988242696]
2021_ALVL_P1_Q9.tex, ['Applications of Integrations - Area and Volume', 0.7914366066955181]
2021_ALVL_P2_Q1.tex, ['Complex Numbers', 0.7832261810190949]
2021_ALVL_P2_Q10.tex, ['Binomial and Normal Disrtributions', 0.8196006503929736]
2021_ALVL_P2_Q11.tex, ['Binomial and Normal Disrtributions', 0.8379155574228975]
2021_ALVL_P2_Q2.tex, ['Applications of Integrations - Area and Volume', 0.7869279670862933]
2021_ALVL_P2_Q3.tex, ['Differential Equations', 0.7883401387400545]
2021_ALVL_P2_Q4.tex, ['Arithmetic and Geometric Progression Series', 0.796794815353453]
2021_ALVL_P2_Q5.tex, ["Binomial Expnasion, Maclaurin's Series and Small Angle Approximations", 0.7964649372779332]
2021_ALVL_P2_Q6.tex, ['Binomial and Normal Disrtributions', 0.7652917319482123]
2021_ALVL_P2_Q7.tex, ['Permutations and Combinations', 0.8096642902286383]
2021_ALVL_P2_Q8.tex, ['Hypothesis Testing', 0.8081743107568669]
2021_ALVL_P2_Q9.tex, ['Correlation and Regression', 0.7931399874869883]
2022_ALVL_P1_Q1.tex, ['Complex Numbers', 0.8196777006035754]
2022_ALVL_P1_Q10.tex, ['Equations and Inequalities', 0.8161824332747318]
2022_ALVL_P1_Q11.tex, ['Equations and Inequalities', 0.7611193524954792]
2022_ALVL_P1_Q12.tex, ['Differential Equations', 0.8313509971849554]
2022_ALVL_P1_Q2.tex, ["Binomial Expnasion, Maclaurin's Series and Small Angle Approximations", 0.8181168908272901]
2022_ALVL_P1_Q3.tex, ['Differential Equations', 0.8026382828773381]
2022_ALVL_P1_Q4.tex, ['Applications of Integrations - Area and Volume', 0.7764016178237638]
2022_ALVL_P1_Q5.tex, ['Differential Equations', 0.7856379226380117]
2022_ALVL_P1_Q6.tex, ['Differential Equations', 0.781246099611893]
2022_ALVL_P1_Q7.tex, ['Differential Equations', 0.776570585934332]
2022_ALVL_P1_Q8.tex, ['Applications of Integrations - Area and Volume', 0.792819593539938]
2022_ALVL_P1_Q9.tex, ['Arithmetic and Geometric Progression Series', 0.8637776839832219]
2022_ALVL_P2_Q1.tex, ['Applications of Integrations - Area and Volume', 0.789030376120256]
2022_ALVL_P2_Q10.tex, ['Correlation and Regression', 0.8033850532343639]
2022_ALVL_P2_Q11.tex, ['Binomial and Normal Disrtributions', 0.8102466471700647]
2022_ALVL_P2_Q2.tex, ['Applications of Integrations - Area and Volume', 0.7781933881713526]
2022_ALVL_P2_Q3.tex, ['Complex Numbers', 0.8083441056663075]
2022_ALVL_P2_Q4.tex, ["Binomial Expnasion, Maclaurin's Series and Small Angle Approximations", 0.8036561170117912]
2022_ALVL_P2_Q5.tex, ['Applications of Integrations - Area and Volume', 0.8193715561325386]
2022_ALVL_P2_Q6.tex, ['Probability', 0.8103656914211832]
2022_ALVL_P2_Q7.tex, ['Hypothesis Testing', 0.7933284442327116]
2022_ALVL_P2_Q8.tex, ['Binomial and Normal Disrtributions', 0.8379550337004482]
2022_ALVL_P2_Q9.tex, ['Probability', 0.8039293950989784]
